FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,UTILIIZA_PRICE,UTILIIZA_CHRGE_PD,OFFM_TY,ACMD_NMPR_CO,MON_OPER_TIME,TUES_OPER_TIME,WED_OPER_TIME,THUR_OPER_TIME,FRI_OPER_TIME,SAT_OPER_TIME,SUN_OPER_TIME,AC_HOLD_AT,CAFE_HOLD_AT,PRINTER_HOLD_AT,PARCEL_SNDNG_POSBL_AT,DOORLOCK_AT,ELECT_OUTLET_AT,FAX_AT,N24H_OPER_AT,N365D_OPER_AT,HEATER_HOLD_AT,PARKNG_POSBL_AT,CMNUSE_LOUNGE_AT,CMNUSE_KITCHEN_AT,WPU_HOLD_AT,ROOFTOP_HOLD_AT,REFRESHMENTS_PROVD_AT,INDVDL_LOCKER_AT,TV_HOLD_AT,WBOARD_HOLD_AT,WIFI_HOLD_AT,BATH_FCLTY_HOLD_AT,WRHS_HOLD_AT,LAST_UPDT_DE
슈가맨워크 학동역점 3인실 창측,서울특별시,강남구,논현동,,57-13 번지,학동로,161 번,37.51352102,127.028338,06045,서울특별시 강남구 학동로 161,서울특별시 강남구 논현동 57-13,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
슈가맨워크 학동역점 4인실 창측,서울특별시,강남구,논현동,,57-13 번지,학동로,161 번,37.51352102,127.028338,06045,서울특별시 강남구 학동로 161,서울특별시 강남구 논현동 57-13,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
슈퍼에그 독립사무실(5인실),서울특별시,종로구,수송동,,68-1 번지,삼봉로,57 번,37.57256152,126.9804738,03151,서울특별시 종로구 삼봉로 57,서울특별시 종로구 수송동 68-1,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,20221116
슈퍼에그 플레이스 4인 독립사무실,서울특별시,종로구,수송동,,68-1 번지,삼봉로,57 번,37.57256152,126.9804738,03151,서울특별시 종로구 삼봉로 57,서울특별시 종로구 수송동 68-1,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,N,20221116
슈퍼에그플레이스 2-3독립 사무실,서울특별시,종로구,수송동,,68-1 번지,삼봉로,57 번,37.57256152,126.9804738,03151,서울특별시 종로구 삼봉로 57,서울특별시 종로구 수송동 68-1,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,20221116
슈퍼에그플레이스 독립사무실 S6,서울특별시,종로구,수송동,,68-1 번지,삼봉로,57 번,37.57256152,126.9804738,03151,서울특별시 종로구 삼봉로 57,서울특별시 종로구 수송동 68-1,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,20221116
스마트앤오피스,경기도,고양시 일산동구,장항동,,856-2 번지,정발산로,31-10 번,37.65739364,126.7724041,10402,경기도 고양시 일산동구 정발산로 31-10,경기도 고양시 일산동구 장항동 856-2,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,Y,20221116
스타비즈니스센터 1인실,경기도,김포시,사우동,,878 번지,사우중로74번길,7 번,37.62121396,126.7211428,10111,경기도 김포시 사우중로74번길 7,경기도 김포시 사우동 878,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
스타비즈니스센터 2인실,경기도,김포시,사우동,,878 번지,사우중로74번길,7 번,37.62121396,126.7211428,10111,경기도 김포시 사우중로74번길 7,경기도 김포시 사우동 878,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
스타비즈니스센터 4인실,경기도,김포시,사우동,,878 번지,사우중로74번길,7 번,37.62121396,126.7211428,10111,경기도 김포시 사우중로74번길 7,경기도 김포시 사우동 878,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
스타우스 2인실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43995907,126.6783681,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,2,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,휴무일,휴무일,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
스타우스 3인실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43995907,126.6783681,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,3,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,휴무일,휴무일,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,Y,N,N,20221116
스타우스 소호 사무실 1인실,인천광역시,미추홀구,문학동,,329-3 번지,승학길,5-30 번,37.43999291,126.6783563,22231,인천광역시 미추홀구 승학길 5-30,인천광역시 미추홀구 문학동 329-3,,월,독립오피스,2,휴무일,휴무일,휴무일,휴무일,휴무일,휴무일,휴무일,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,20221116
스타트업소호 인천점,인천광역시,남동구,구월동,,1542-1 번지,선수촌공원로23번길,11 번,37.44087515,126.7085322,21582,인천광역시 남동구 선수촌공원로23번길 11,인천광역시 남동구 구월동 1542-1,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,20221116
스타트업소호 일산점,경기도,고양시 일산동구,중산동,,1579-1 번지,탄중로,429 번,37.68708851,126.7786459,10338,경기도 고양시 일산동구 탄중로 429,경기도 고양시 일산동구 중산동 1579-1,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,20221116
스튜디오모노 1-3인 공유오피스,서울특별시,강남구,논현동,,170 번지,논현로115길,71 번,37.50832105,127.0272031,06118,서울특별시 강남구 논현로115길 71,서울특별시 강남구 논현동 170,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
스튜디오모노 4-5인 공유오피스,서울특별시,강남구,논현동,,170 번지,논현로115길,71 번,37.50832105,127.0272031,06118,서울특별시 강남구 논현로115길 71,서울특별시 강남구 논현동 170,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
스튜디오모노 8인 오피스,서울특별시,강남구,논현동,,170 번지,논현로115길,71 번,37.50832105,127.0272031,06118,서울특별시 강남구 논현로115길 71,서울특별시 강남구 논현동 170,,월,독립오피스,10,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
스틸얼라이브,서울특별시,동대문구,장안동,,423-4 번지,천호대로83길,31 번,37.56374117,127.0649884,02636,서울특별시 동대문구 천호대로83길 31,서울특별시 동대문구 장안동 423-4,,월,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,20221116
스페이스 소호 고양일산 공유사무실,경기도,고양시 일산동구,백석동,,1308 번지,일산로,46 번,37.64235812,126.7879038,10449,경기도 고양시 일산동구 일산로 46,경기도 고양시 일산동구 백석동 1308,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
스페이스-G21,서울특별시,금천구,가산동,,371-28 번지,가산디지털1로,168 번,37.47996643,126.8826362,08507,서울특별시 금천구 가산디지털1로 168,서울특별시 금천구 가산동 371-28,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
스페이스액트 신림 오피스 1인실,서울특별시,관악구,신림동,,1638-32 번지,신림로59길,23 번,37.48286087,126.9285864,08776,서울특별시 관악구 신림로59길 23,서울특별시 관악구 신림동 1638-32,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
스페이스코웍 전북혁신점 오피스,전라북도,완주군,이서면,갈산리,664-11 번지,안전로,139 번,35.83650525,127.05823,55365,전라북도 완주군 이서면 안전로 139,전라북도 완주군 이서면 갈산리 664-11,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
스페이스플로우,서울특별시,강동구,성내동,,43-11 번지,천호옛길,88 번,37.53648376,127.1258247,05379,서울특별시 강동구 천호옛길 88,서울특별시 강동구 성내동 43-11,,일,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,20221116
스페이스N(앤),서울특별시,종로구,관철동,,12-1 번지,종로14길,20 번,37.56910347,126.9867618,03190,서울특별시 종로구 종로14길 20,서울특별시 종로구 관철동 12-1,,월,독립오피스,1,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,08:00 ~ 22:00,휴무일,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,20221116
시드플레이스,서울특별시,강서구,마곡동,,797-7 번지,마곡중앙6로,66 번,37.55991526,126.8343608,07803,서울특별시 강서구 마곡중앙6로 66,서울특별시 강서구 마곡동 797-7,,일,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,20221116
신논현역 빅토리 5인실,서울특별시,서초구,서초동,,1303-3 번지,사평대로,368 번,37.50378789,127.0235177,06611,서울특별시 서초구 사평대로 368,서울특별시 서초구 서초동 1303-3,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,Y,20221116
신촌 공유오피스 이화공간 1인,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,03766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,20221116
신촌 공유오피스 이화공간 2인실,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,03766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,20221116
신촌 소호사무실 이화공간 독방,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,03766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,20221116
신촌 이화공간 고정석,서울특별시,서대문구,대현동,,90-23 번지,이화여대3길,33 번,37.55784155,126.9438411,03766,서울특별시 서대문구 이화여대3길 33,서울특별시 서대문구 대현동 90-23,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,N,N,20221116
아이비즈영통 - 1인실(4층),경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.24994909,127.0789083,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
아이비즈영통 - 1인실(6층),경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.24994909,127.0789083,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,20221116
아이비즈영통 4인실,경기도,수원시 영통구,영통동,,1013-1 번지,청명로21번길,19 번,37.25000698,127.0789784,16705,경기도 수원시 영통구 청명로21번길 19,경기도 수원시 영통구 영통동 1013-1,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
아이오피스 - 1인실,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,20221116
아이오피스 2인실 독립오피스,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N,20221116
아이오피스 수원공유오피스,경기도,수원시 팔달구,인계동,,1034-16 번지,경수대로466번길,58 번,37.26668414,127.0302789,16489,경기도 수원시 팔달구 경수대로466번길 58,경기도 수원시 팔달구 인계동 1034-16,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,20221116
아크로피스성동센터,서울특별시,성동구,마장동,,768-5 번지,마장로35나길,39 번,37.56740359,127.0434966,04756,서울특별시 성동구 마장로35나길 39,서울특별시 성동구 마장동 768-5,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,20221116
아크로피스송파센타,서울특별시,송파구,방이동,,24-7 번지,올림픽로30길,10 번,37.51484246,127.1079367,05542,서울특별시 송파구 올림픽로30길 10,서울특별시 송파구 방이동 24-7,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,휴무일,휴무일,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,Y,Y,N,N,20221116
아트앤 스페이스 역삼 오피스,서울특별시,강남구,역삼동,,647-5 번지,테헤란로13길,8-7 번,37.50050081,127.0330617,06133,서울특별시 강남구 테헤란로13길 8-7,서울특별시 강남구 역삼동 647-5,,일,독립오피스,6,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,20221116
안산 비상주사무실임대 114소호_기본 계약,경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
안산공유오피스 114소호_기본계약(6인),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
안산비상주사무실 114소호_기본계약(내측),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
안산소호사무실 114소호_기본계약(창측),경기도,안산시 단원구,고잔동,,771-3 번지,광덕대로,154 번,37.31017074,126.8307346,15470,경기도 안산시 단원구 광덕대로 154,경기도 안산시 단원구 고잔동 771-3,,월,독립오피스,3,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,20221116
안양소호사무실 1인 오피스 임대,경기도,안양시 동안구,관양동,,1502-6 번지,흥안대로,519 번,37.40031616,126.9761634,13951,경기도 안양시 동안구 흥안대로 519,경기도 안양시 동안구 관양동 1502-6,,월,독립오피스,1,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,20221116
압구정 로데오 지구어 공유 오피스,서울특별시,강남구,청담동,,88-1 번지,도산대로55길,26 번,37.52522789,127.0407905,06014,서울특별시 강남구 도산대로55길 26,서울특별시 강남구 청담동 88-1,,월,독립오피스,5,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,20221116
압구정로데오 지구어 3층 공간,서울특별시,강남구,청담동,,88-1 번지,도산대로55길,26 번,37.52522789,127.0407905,06014,서울특별시 강남구 도산대로55길 26,서울특별시 강남구 청담동 88-1,,월,독립오피스,4,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,Y,N,N,20221116
앵커스테이션 비즈니스센터,서울특별시,마포구,서교동,,482-21 번지,월드컵로8길,45-8 번,37.55383533,126.9148827,04029,서울특별시 마포구 월드컵로8길 45-8,서울특별시 마포구 서교동 482-21,,월,독립오피스,2,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,00:00 ~ 24:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,Y,N,Y,20221116
양재역 에메랄드비즈니스센터 1인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,06734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,,일,독립오피스,1,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
양재역 에메랄드비즈니스센터 2인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,06734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,,월,독립오피스,2,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,08:00 ~ 22:00,08:00 ~ 22:00,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
양재역 에메랄드비즈니스센터 4인실,서울특별시,서초구,서초동,,1365-7 번지,강남대로37길,49 번,37.48461898,127.0309034,06734,서울특별시 서초구 강남대로37길 49,서울특별시 서초구 서초동 1365-7,,일,독립오피스,4,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,09:00 ~ 18:00,휴무일,휴무일,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,N,N,20221116
어반라이프오피스 강동점,서울특별시,강동구,길동,,345-9 번지,천중로,213 번,37.54100208,127.1439778,05303,서울특별시 강동구 천중로 213,서울특별시 강동구 길동 345-9,,월,독립오피스,2,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,9:00 ~ 22:00,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y,20221116
